tweet_text,tweet_time,tweet_place
@mattyglesias Deep State=Spacing Guild,Thu Jan 03 23:57:54 +0000 2019,"San Francisco, CA"
"𝑺eriously
𝑻his
𝑹ole
𝑰s
𝑷retty
𝑬xciting

https://t.co/S8Hk4GsJqV",Thu Jan 03 23:57:44 +0000 2019,"San Francisco, CA"
Its’s a new year time for Big Adventures!!! https://t.co/d60dIrpLMW,Thu Jan 03 23:57:30 +0000 2019,"San Francisco, CA"
Pablo’s reappearance in Narcos Mexico is soooooo well done 🤯,Thu Jan 03 23:57:14 +0000 2019,"San Francisco, CA"
@swftjack I could cry omg that’s so sad,Thu Jan 03 23:56:54 +0000 2019,"San Francisco, CA"
Peet's at 8th  seems to have the least # of urban zombies and actually  power socket https://t.co/8BtSAwQs80,Thu Jan 03 23:56:29 +0000 2019,"San Francisco, CA"
@BistAmbika @AlexPopken @150daysindublin @wmoroney @mmporkchop @Roopdidoo Thank you for this https://t.co/4NVETCJ13P,Thu Jan 03 23:56:08 +0000 2019,"San Francisco, CA"
"Roscas de Reyes, at La Reyna Bakery, 3114, 24th street, San Francisco California @ La Reyna Bakery https://t.co/QQhHGQsCdi",Thu Jan 03 23:56:01 +0000 2019,"San Francisco, CA"
pools of honey https://t.co/s64ZXfvxt8,Thu Jan 03 23:55:48 +0000 2019,"San Francisco, CA"
@MVG_Mew2King @Wizzrobe And uses a headset! Smart man 🚀,Thu Jan 03 23:55:32 +0000 2019,"San Francisco, CA"
"@wickedgrounds has some bomb ass coffee shakes!!!

#coffee #coffeeshop #wickedgrounds #model #alternative #kink… https://t.co/PHYiNEawhR",Thu Jan 03 23:55:11 +0000 2019,"San Francisco, CA"
@TentOnTheRoof https://t.co/mwLYJL5yDM,Thu Jan 03 23:55:09 +0000 2019,"San Francisco, CA"
"""Excellent, personal service.  Thank you !"" -Pam, San Francisco CA #sanfrancisco",Thu Jan 03 23:55:01 +0000 2019,"San Francisco, CA"
"My coworkers are talking about sports in the office and all I want to do is yell

“YEA SPORTS BALL” https://t.co/tCzvw5EySd",Thu Jan 03 23:55:01 +0000 2019,"San Francisco, CA"
"https://t.co/hCbqpt7Wzx “Rene, I don’t know who she is...” my favorite Maggie moment. This gay loves you and there’… https://t.co/ZVfqDeuqja",Thu Jan 03 23:54:47 +0000 2019,"San Francisco, CA"
Autodesk is going big on #constructiontechnology. Read all about their latest acquisitions and investments via… https://t.co/yWGJlT7K4Y,Thu Jan 03 23:54:45 +0000 2019,"San Francisco, CA"
@larsmcmurtry @Marmel @Redpainter1 @wovenbrother I call that the “Phil Spector”,Thu Jan 03 23:54:43 +0000 2019,"San Francisco, CA"
@cynthiamcgillis @kittypurrzog 😂😂😂,Thu Jan 03 23:54:38 +0000 2019,"San Francisco, CA"
@SpencerABC7 Hey Spencer! Hope you’re doing well! Any number on the Storm Impact Scale for Saturday’s system?,Thu Jan 03 23:54:28 +0000 2019,"San Francisco, CA"
"@WhiteHouse Mistake not to fire Mueller in the first few months, never too late",Thu Jan 03 23:54:27 +0000 2019,"San Francisco, CA"
"Love my new Jax stickers, thanks @SingularMattrix https://t.co/prIU3QLs33",Thu Jan 03 23:54:16 +0000 2019,"San Francisco, CA"
Must master the curry paste.,Thu Jan 03 23:54:10 +0000 2019,"San Francisco, CA"
Happy birthday @150daysindublin!! Hope it’s a great one. So lucky to be on your team https://t.co/47ACGgHJSH,Thu Jan 03 23:53:53 +0000 2019,"San Francisco, CA"
@dez_blanchfield @Tanias_tweets @Amelia_Torode @AnnieCushing @Bogdana @BrennerMichael @BuddyScalera @ByJenGregory… https://t.co/tNxKhEZtiw,Thu Jan 03 23:53:51 +0000 2019,"San Francisco, CA"
Idk how my bf is so patient with my aries moon ass sometimes https://t.co/QI4ral00w9,Thu Jan 03 23:53:12 +0000 2019,"San Francisco, CA"
@CJDanielsFarms HAHAHA 🤮,Thu Jan 03 23:52:59 +0000 2019,"San Francisco, CA"
"Goodbye, cargo ship 🇱🇷𝙔𝙈 𝙈𝘼𝙉𝘿𝘼𝙏𝙀! Have a great time in Los Angeles!",Thu Jan 03 23:52:57 +0000 2019,"San Francisco, CA"
@TravelKing711 @x4PITTS1BURGH2x @kenrudin INVESTIGATE THIS TRAITOR,Thu Jan 03 23:52:57 +0000 2019,"San Francisco, CA"
"@rileyj_s It’s a standardization issue!  Most designers know that if you press shift, it will resize with constrain… https://t.co/E9WHFg01m1",Thu Jan 03 23:52:51 +0000 2019,"San Francisco, CA"
"@chezdanidsg Surreal tbm eh a tia Kelly seguir e a     Paulinha nunca ter dado block! Juro que não entendo, essa ormindo é um lixo!!",Thu Jan 03 23:52:47 +0000 2019,"San Francisco, CA"
@swftjack Saigon sandwich,Thu Jan 03 23:52:43 +0000 2019,"San Francisco, CA"
@jonfavs Hopefully,Thu Jan 03 23:52:28 +0000 2019,"San Francisco, CA"
96 of the top most 100 watched US TV programs in 2018 were live events. 89 of those were sports. (h/t @crupicrupicrupi),Thu Jan 03 23:52:13 +0000 2019,"San Francisco, CA"
when they go to the polls next year. The Republican-led Legislature overrode Democratic Gov. Roy Cooper's veto of its photo ID bill.,Thu Jan 03 23:52:11 +0000 2019,"San Francisco, CA"
"Stop voters fraud &amp; the Dems will want a border Wall:
 North Carolina voters will be asked to show photo identification when they go to the",Thu Jan 03 23:51:53 +0000 2019,"San Francisco, CA"
Can I just say “a lot” for the win? https://t.co/1zOyt68hbD,Thu Jan 03 23:51:52 +0000 2019,"San Francisco, CA"
*accountants https://t.co/iuQXlBLR5F,Thu Jan 03 23:51:47 +0000 2019,"San Francisco, CA"
"See our latest San Francisco, CA #Marketing job and click the link in our bio to apply: Management Trainee at Enterprise Holdings",Thu Jan 03 23:51:44 +0000 2019,"San Francisco, CA"
@jas_il Lmao 🤣,Thu Jan 03 23:51:29 +0000 2019,"San Francisco, CA"
"If you're looking for work in San Francisco, CA, check out this job: https://t.co/frqG7ZMJq2",Thu Jan 03 23:51:25 +0000 2019,"San Francisco, CA"
Jason Maquaman is not attractive don’t @ me,Thu Jan 03 23:51:25 +0000 2019,"San Francisco, CA"
@pamelafox I think Algol had a diff operator for equality vs assignment; the first language I ever actually used that did so was Pascal.,Thu Jan 03 23:51:07 +0000 2019,"San Francisco, CA"
Biggest mistake was starting Milner over Fabinho but we’ll take being 4 points clear. Long way to go. Onto the next… https://t.co/GenWErpNxW,Thu Jan 03 23:51:02 +0000 2019,"San Francisco, CA"
"That, plus Impeachment. https://t.co/DYlnswjNdI",Thu Jan 03 23:50:43 +0000 2019,"San Francisco, CA"
@rashadalaiyan Musta been LeBron fans.,Thu Jan 03 23:50:34 +0000 2019,"San Francisco, CA"
@houdini77 @Marmel @Redpainter1 @wovenbrother Ah Gabor!! Now you’re talking,Thu Jan 03 23:50:31 +0000 2019,"San Francisco, CA"
we definitely need a vacation 🙄😂 @sshorttyyyy https://t.co/yRBhzl7Uar,Thu Jan 03 23:50:29 +0000 2019,"San Francisco, CA"
"@MikolajNowak @OlechowskiJarek Ja tylko na chwilę: ""you're"" vs ""your""",Thu Jan 03 23:50:27 +0000 2019,"San Francisco, CA"
@theyearofelan @karaswisher @AOC This dancing video was far  more embarrassing. https://t.co/jz9bGQpNTR,Thu Jan 03 23:50:15 +0000 2019,"San Francisco, CA"
coachella line up really not that good smh yall some sheep,Thu Jan 03 23:50:09 +0000 2019,"San Francisco, CA"
@BIGHEADdes girlllll bye,Thu Jan 03 23:49:55 +0000 2019,"San Francisco, CA"
can't keep my hands to myself,Thu Jan 03 23:49:46 +0000 2019,"San Francisco, CA"
@jonfavs Here in SF our @IndivisibleSF rallied outside Speaker Pelosi’s office to celebrate our new House majority… https://t.co/UnotO1g2wD,Thu Jan 03 23:49:32 +0000 2019,"San Francisco, CA"
🤔😒🤔😒 https://t.co/4T4vx9lCnl,Thu Jan 03 23:49:12 +0000 2019,"San Francisco, CA"
Spending more on this engine build than the GDP of some small countries,Thu Jan 03 23:49:10 +0000 2019,"San Francisco, CA"
@brittanyforks @kathiepham https://t.co/YoD6CgwoE5,Thu Jan 03 23:49:02 +0000 2019,"San Francisco, CA"
@jasoncundy05 who are these neutrals everyone keeps talking about?,Thu Jan 03 23:49:00 +0000 2019,"San Francisco, CA"
"Don’t follow the path.. blaze the trail...
.
.
... or light it up.. whatever.. ✨✨✨😉
.
.
.
.
#CarlaTravelChronicles… https://t.co/9og0iE7tJE",Thu Jan 03 23:48:54 +0000 2019,"San Francisco, CA"
@jergason @spicyhappy @onemedical Is this from the culture amp survey @spicyhappy ?,Thu Jan 03 23:48:17 +0000 2019,"San Francisco, CA"
@sj_vet45 Look at that pic even his wife is disgusted with him!,Thu Jan 03 23:48:08 +0000 2019,"San Francisco, CA"
@LukeHarby @jamiebuilds @facebook Adverts are literally the only reason this is even a question.,Thu Jan 03 23:47:50 +0000 2019,"San Francisco, CA"
Great insights from @azenooz our new #SalesforceHLS leader - ✅ it out! https://t.co/jpkNcmIUzb,Thu Jan 03 23:47:25 +0000 2019,"San Francisco, CA"
"Undefeated. 🙌🏻 (@ Arlequin Cafe &amp; Food To Go in San Francisco, CA) https://t.co/z3gkCHJrgM https://t.co/mREFqAUMto",Thu Jan 03 23:47:24 +0000 2019,"San Francisco, CA"
@chriselise @loicpialat @manu_laurin @yohnona @BenjaminAdlerLA NBA front offices dont rely on him to select their d… https://t.co/WKKAl1BI6B,Thu Jan 03 23:47:15 +0000 2019,"San Francisco, CA"
@derivativeburke 😂 yea I’m trying to think about what might have happened in November,Thu Jan 03 23:47:15 +0000 2019,"San Francisco, CA"
"@DanaSchwartzzz For some time I’ve let my friends know any woman who stands up and wails, “He was the best lover I’… https://t.co/urK7nbxvg2",Thu Jan 03 23:47:07 +0000 2019,"San Francisco, CA"
You should be proud and we were thrilled to have you at @sfwarmemorial with @sfjazzrandall in December https://t.co/iLSa3lkCR2,Thu Jan 03 23:47:06 +0000 2019,"San Francisco, CA"
"@Profhofcantonf @JTTheBrick @ProFootballHOF @JimPlunkett16 I know that, but I’m saying that hopefully this can lead… https://t.co/nR6TXTHx23",Thu Jan 03 23:46:59 +0000 2019,"San Francisco, CA"
@jdhmco App good Lol im your guy,Thu Jan 03 23:46:47 +0000 2019,"San Francisco, CA"
@skannamalai @theshrillest Don’t forget PJ and his ligature marks. https://t.co/HWCQRDdR43,Thu Jan 03 23:46:45 +0000 2019,"San Francisco, CA"
@NOH8Campaign 🥰 love it,Thu Jan 03 23:46:24 +0000 2019,"San Francisco, CA"
Today I ripped my fifth (5th) pair of pants in the last six (6) months which leads me to question if I’ve just been… https://t.co/5wiMMbX1Cj,Thu Jan 03 23:46:13 +0000 2019,"San Francisco, CA"
"Srsly, peeps https://t.co/yFn4VAj4dP",Thu Jan 03 23:46:10 +0000 2019,"San Francisco, CA"
"@worsnupd @sophiebits @jamiebuilds @facebook Until adverts realize that the gender binary doesn't exist, these ques… https://t.co/6DQaylWhOX",Thu Jan 03 23:46:05 +0000 2019,"San Francisco, CA"
"Whose House? Our House!

#WhoseHouseOURHOUSE

@IndivisibleSF 

https://t.co/N4SnLOeva5",Thu Jan 03 23:46:03 +0000 2019,"San Francisco, CA"
Critic's Notebook: New TV Habits to Try Out in 2019 https://t.co/pVR7L9Rwrn via @thr,Thu Jan 03 23:45:47 +0000 2019,"San Francisco, CA"
@thedragonprince @Giancarlo_Volpe is that a mtg box,Thu Jan 03 23:45:40 +0000 2019,"San Francisco, CA"
Cheeks still hurt from laughing our way into the new year. Thanks for showing me the best time @eliz_owen &amp; instakr… https://t.co/2vCoPcLumq,Thu Jan 03 23:45:34 +0000 2019,"San Francisco, CA"
@lynnv378 @EternalNyx This white woman has chills and is thrilled!,Thu Jan 03 23:45:19 +0000 2019,"San Francisco, CA"
@Scandalous You make a compelling argument,Thu Jan 03 23:45:17 +0000 2019,"San Francisco, CA"
see ya soon coachella https://t.co/fywg9Cucnr,Thu Jan 03 23:45:14 +0000 2019,"San Francisco, CA"
1663 22nd Avenue https://t.co/0wXeMXZl41,Thu Jan 03 23:45:07 +0000 2019,"San Francisco, CA"
I am genuinely excited at @SenWarren announcement and the potential Dems and traditional Rs interested in a Preside… https://t.co/JDm7Usgt8S,Thu Jan 03 23:44:54 +0000 2019,"San Francisco, CA"
Hanging out @ La Reyna Bakery https://t.co/kVf1oz4lfZ,Thu Jan 03 23:44:48 +0000 2019,"San Francisco, CA"
@TheRealExpert @dbongino that makes me tear up 😢,Thu Jan 03 23:44:34 +0000 2019,"San Francisco, CA"
@ImNotScottySire just hang out with todd again pleade,Thu Jan 03 23:44:34 +0000 2019,"San Francisco, CA"
"@dcoker275 @franfraschilla That was meant out of love, not hate!",Thu Jan 03 23:44:19 +0000 2019,"San Francisco, CA"
“He who is restrained by strict law from wrongdoing is more likely to commit a crime. But he who is attracted to up… https://t.co/DFvQ9ISOJp,Thu Jan 03 23:44:12 +0000 2019,"San Francisco, CA"
Me💀 https://t.co/r8y8Mnk02k,Thu Jan 03 23:44:00 +0000 2019,"San Francisco, CA"
@TorontoJoe @BearUNLV @GOML_Smash Ayy! Hit the DMs. #ASTROfamily https://t.co/Y4AuXmI3jG,Thu Jan 03 23:43:59 +0000 2019,"San Francisco, CA"
@maheenukani @SFdirewolf @coachella This is super helpful thanks! 🙌🏼 unfortunate that most of the resources are a c… https://t.co/z9RrMy4xiX,Thu Jan 03 23:43:58 +0000 2019,"San Francisco, CA"
@HalpernAlex Time to get the hatchet out,Thu Jan 03 23:43:50 +0000 2019,"San Francisco, CA"
Why I gotta be allat? Talk to me like im in the room with you. Y’all so mean on here lol https://t.co/ue3Q2K4lhD,Thu Jan 03 23:43:45 +0000 2019,"San Francisco, CA"
@Touchdown_al @TimMaxwell22 True. But I have legitimate concerns Kings will never find a way to use the cap space b… https://t.co/oXUNm0SPMq,Thu Jan 03 23:43:38 +0000 2019,"San Francisco, CA"
Red-tailed hawks circling above the office this afternoon. https://t.co/WRcvDVOlJB,Thu Jan 03 23:43:29 +0000 2019,"San Francisco, CA"
Assistant to the Assistant in training! #Takingnotes ✍🏻 at the Disney Desk.  @sophiepholder @_hawko https://t.co/WuZ0kV0xRs,Thu Jan 03 23:43:05 +0000 2019,"San Francisco, CA"
@Jpdawe7 @JenKirkman That’s more like it!,Thu Jan 03 23:42:59 +0000 2019,"San Francisco, CA"
"@mckellogs Among the more normal artists, a deeply confusing cocktail of Weezer, Regina Spektor, and Tchaikovsky",Thu Jan 03 23:42:59 +0000 2019,"San Francisco, CA"
"“Weird flex, but ok” moment lmao https://t.co/UFoVwXYmKe",Thu Jan 03 23:42:41 +0000 2019,"San Francisco, CA"
@SpeakerPelosi Give em Hell Nancy . We don't need that DAMN WALL. Quit concentrating on the Southern Border. Less t… https://t.co/kjaP89u4HW,Thu Jan 03 23:42:35 +0000 2019,"San Francisco, CA"
@kylesellers @mwasmwas @Lawrence Except company’s between producer &amp; consumer are constantly adapting their cost/pr… https://t.co/nHNYGouthB,Thu Jan 03 23:42:34 +0000 2019,"San Francisco, CA"
@seldo @dataandpolitics @LukasThoms Just the one!,Thu Jan 03 23:42:31 +0000 2019,"San Francisco, CA"
😍 https://t.co/ExqHU1k6Kl,Thu Jan 03 23:42:26 +0000 2019,"San Francisco, CA"
@2PMinc @DollarShaveClub 100%!,Thu Jan 03 23:42:15 +0000 2019,"San Francisco, CA"
@JenKirkman @EchoChoirBreach He should also smile more often.,Thu Jan 03 23:42:00 +0000 2019,"San Francisco, CA"
"Duh, a case of grapefruit @lacroixwater https://t.co/hmBjDQLoP0",Thu Jan 03 23:41:52 +0000 2019,"San Francisco, CA"
I reaaaaaally wanna go to the moombah/reggaeton night this friday in SF but the last show attracted so many pervert… https://t.co/BhK8T86qLF,Thu Jan 03 23:41:49 +0000 2019,"San Francisco, CA"
@phaesoleil 💀💀💀 the world don’t hate you,Thu Jan 03 23:41:35 +0000 2019,"San Francisco, CA"
@HalpernAlex phew,Thu Jan 03 23:41:28 +0000 2019,"San Francisco, CA"
@CarvalhoJTElite @Garysonfire That’s a big obstacle,Thu Jan 03 23:41:28 +0000 2019,"San Francisco, CA"
.@SenateMajLdr @LindseyGrahamSC @OrrinHatch @tedcruz @RandPaul @marcorubio @SenTomCotton @NancyPelosi @SenSchumer… https://t.co/HI27iYsDls,Thu Jan 03 23:41:27 +0000 2019,"San Francisco, CA"
@Pariiisxo thankuu baby😘😘,Thu Jan 03 23:41:16 +0000 2019,"San Francisco, CA"
"See our latest San Francisco, CA #Finance job opportunity and click the link in our bio to apply: Senior Lead Auditor at Wells Fargo",Thu Jan 03 23:41:15 +0000 2019,"San Francisco, CA"
Happy Birthday Sergio Leone https://t.co/1xOEcPgMrs,Thu Jan 03 23:40:54 +0000 2019,"San Francisco, CA"
"Accident, center lane blocked in #SanFrancisco on US-101 SB before I-80, stopped traffic back to Mission St, delay of 6 mins #BayArea",Thu Jan 03 23:40:36 +0000 2019,"San Francisco, CA"
I’m 17lbs heavier than I was when I tweeted this 🤭 https://t.co/qlxsL8Nh5W,Thu Jan 03 23:40:34 +0000 2019,"San Francisco, CA"
"scattered clouds -&gt; broken clouds
temperature up 49°F -&gt; 54°F
wind 6mph -&gt; 3mph",Thu Jan 03 23:40:30 +0000 2019,"San Francisco, CA"
The burgers are whatever but the extra crispy fries smackkkk https://t.co/kV0JlsqjCF,Thu Jan 03 23:40:30 +0000 2019,"San Francisco, CA"
@ScottNGibbs And Trump supporters are going out of their minds because Ilhan Omar wore a Hijab at her swearing in t… https://t.co/zAyvyVrqoB,Thu Jan 03 23:40:20 +0000 2019,"San Francisco, CA"
@MihaiHerman @VitalikButerin Yes! The irony runs deep,Thu Jan 03 23:39:37 +0000 2019,"San Francisco, CA"
Wow this account really b spot on😭 https://t.co/u4HlmMbKx2,Thu Jan 03 23:39:35 +0000 2019,"San Francisco, CA"
@Touchdown_al @TimMaxwell22 Wouldn't he get more 3PAs off in the Kings system though?,Thu Jan 03 23:39:34 +0000 2019,"San Francisco, CA"
@DavidSharp84 @numinosity @jaredlholt Ignoring your point is also a response. Why waste time arguing with someone w… https://t.co/hGW3m2d3Xz,Thu Jan 03 23:39:12 +0000 2019,"San Francisco, CA"
"both have rough edges, but... 

in polyrepo setups, modularity is enforced organically; in monorepo setups, modular… https://t.co/JzBlIqlTM9",Thu Jan 03 23:39:11 +0000 2019,"San Francisco, CA"
Me af https://t.co/HGW8QoULwl,Thu Jan 03 23:39:00 +0000 2019,"San Francisco, CA"
Just posted a video @ La Reyna Bakery https://t.co/iBWmUTJknO,Thu Jan 03 23:38:52 +0000 2019,"San Francisco, CA"
"OMG, this is PERFECT!!!! https://t.co/xMCM6463mX",Thu Jan 03 23:38:47 +0000 2019,"San Francisco, CA"
"Wicked toast😂😂😂
#MiCDAViCE 💯🎙✔
#whogotflow #unsignedhype #uasked4it #unstoppable #talent #repost #RawUncutMedia… https://t.co/S4KCIeJaKN",Thu Jan 03 23:38:46 +0000 2019,"San Francisco, CA"
@SFBART @wmata When will BART sells trains like this one? I liked it so much that I got this toy train instead of t… https://t.co/BLvMaqlgrN,Thu Jan 03 23:38:38 +0000 2019,"San Francisco, CA"
@BLABBERMOUTHNET Slow news day eh?,Thu Jan 03 23:38:26 +0000 2019,"San Francisco, CA"
Two way nerdy tweets in a row. #NerdAlert,Thu Jan 03 23:37:29 +0000 2019,"San Francisco, CA"
"Hello, I'm a vaguely professional urban person in a movie. It's not really clear what I do but I apparently make mi… https://t.co/VVcWddh5Lj",Thu Jan 03 23:37:14 +0000 2019,"San Francisco, CA"
Draco Malfoy trying to be inconspicuous in the muggle world. https://t.co/beTU9gDthn,Thu Jan 03 23:37:02 +0000 2019,"San Francisco, CA"
Running away from people w/ colds like https://t.co/XtusVueULT,Thu Jan 03 23:36:51 +0000 2019,"San Francisco, CA"
@Grazykotovicz Hahahahaah meu deus quero,Thu Jan 03 23:36:38 +0000 2019,"San Francisco, CA"
@ToughSf @nyrath @jeffzugale The spectrum is defined by the Frank-Tamm formula - the blue is the natural color for… https://t.co/GOViTPZdbA,Thu Jan 03 23:36:30 +0000 2019,"San Francisco, CA"
Alcatraz Amber https://t.co/ATyCR0myjw,Thu Jan 03 23:36:21 +0000 2019,"San Francisco, CA"
"@steph93065 Well if I had a choice, concrete",Thu Jan 03 23:35:44 +0000 2019,"San Francisco, CA"
@thejenngonzalez Because the cruel humans treat dogs like trash. The same humans that sometimes  call themselves Ch… https://t.co/tuh4qLlLUF,Thu Jan 03 23:35:29 +0000 2019,"San Francisco, CA"
@mereisraddd Heres my cat Delilah in a dress https://t.co/3kNGa5h3gP,Thu Jan 03 23:35:12 +0000 2019,"San Francisco, CA"
Aren't these the observers from Fringe? https://t.co/IeO5vsA01I,Thu Jan 03 23:35:09 +0000 2019,"San Francisco, CA"
I wish they did this in the film instead of that awful computer generated billboard https://t.co/8zNtb4Lzdw,Thu Jan 03 23:34:23 +0000 2019,"San Francisco, CA"
@phaesoleil https://t.co/b3dCbwDilu,Thu Jan 03 23:34:19 +0000 2019,"San Francisco, CA"
"Life’s to short to put your arms in your sleeves @ San Francisco, California https://t.co/Irx5RIUQXS",Thu Jan 03 23:33:59 +0000 2019,"San Francisco, CA"
"***LIFE UPDATE***
So I was really debating posting this since it's pretty uncomfortable to watch yourself talk on c… https://t.co/A3EHud6IWm",Thu Jan 03 23:33:35 +0000 2019,"San Francisco, CA"
@Wavyy91 It’s super weird to me bruh,Thu Jan 03 23:33:33 +0000 2019,"San Francisco, CA"
Interesting verbiage here https://t.co/XPNexrM1AW,Thu Jan 03 23:33:26 +0000 2019,"San Francisco, CA"
Just posted a video @ La Reyna Bakery https://t.co/1HLgJy3HGX,Thu Jan 03 23:33:12 +0000 2019,"San Francisco, CA"
"straight writers block, needa change scenery",Thu Jan 03 23:33:07 +0000 2019,"San Francisco, CA"
@RWPUSA @AlanDersh @realDonaldTrump https://t.co/FujG4JCn7b,Thu Jan 03 23:33:05 +0000 2019,"San Francisco, CA"
The last 2 days have been heck. Tonight I will drink a big glass of wine and relax,Thu Jan 03 23:32:57 +0000 2019,"San Francisco, CA"
@USLacrosseMag @GregBeast32 @PremierLacrosse @PaulRabil @TomSchreiber26 @Faceoff_Academy Full ⛽️,Thu Jan 03 23:32:50 +0000 2019,"San Francisco, CA"
@jessdebolt You’re beautiful!! Thinking of you! 💖,Thu Jan 03 23:32:32 +0000 2019,"San Francisco, CA"
พอคุยด้วย ก้อเริ่มทำตัวน่ารำคาญอีกละ🙄,Thu Jan 03 23:32:30 +0000 2019,"San Francisco, CA"
@ryne_jones @slcdunk Mans said “go play outside”,Thu Jan 03 23:32:29 +0000 2019,"San Francisco, CA"
"I’d lay my life down for the cause, 2019 will be the year us boneless wing eaters come out of the shadows. No longe… https://t.co/6BLTXc3gPR",Thu Jan 03 23:32:26 +0000 2019,"San Francisco, CA"
"Moving is difficult, Mod MOVERS makes it easy - even when there’s 48 stairs to climb and a 70 foot push from the tr… https://t.co/44a51gpWtW",Thu Jan 03 23:32:14 +0000 2019,"San Francisco, CA"
"Celebrated the completion of the Moscone Center expansion project! Thanks to the work of many City departments, ind… https://t.co/EHGj9Wdq8r",Thu Jan 03 23:32:08 +0000 2019,"San Francisco, CA"
@yashar https://t.co/2pHnEM8fiC,Thu Jan 03 23:32:06 +0000 2019,"San Francisco, CA"
"TULA | Now Booking Individual &amp; Couples Tantra Sessions in San Francisco, CA
——————————————————
Call, Email or Book… https://t.co/NU2RackMxc",Thu Jan 03 23:32:02 +0000 2019,"San Francisco, CA"
"29 years ago, I staged my first full show, ""Patriots, Perverts and Pieces of Jesus,"" in this warehouse right behind… https://t.co/EAZSzOboXO",Thu Jan 03 23:31:18 +0000 2019,"San Francisco, CA"
The interactive episode of #blackmirror was amazing!,Thu Jan 03 23:31:03 +0000 2019,"San Francisco, CA"
@OvercastFM I am seeing a lot of “download failed” on the last few days and I’ve never seen that before. What gives… https://t.co/bif9crTRSA,Thu Jan 03 23:31:01 +0000 2019,"San Francisco, CA"
@BCBrownell I will lose sleep over this,Thu Jan 03 23:31:00 +0000 2019,"San Francisco, CA"
Shake it up #trumpismdelendaest https://t.co/rSNzYsGsnd,Thu Jan 03 23:30:57 +0000 2019,"San Francisco, CA"
@Mimirocah1 nauseating,Thu Jan 03 23:30:56 +0000 2019,"San Francisco, CA"
@RoKnows i’d prefer to see bron play,Thu Jan 03 23:30:49 +0000 2019,"San Francisco, CA"
The more you know! https://t.co/ZonmUkzhu9,Thu Jan 03 23:30:40 +0000 2019,"San Francisco, CA"
@HoarseWisperer Love it like Christmas!👏🏻,Thu Jan 03 23:30:37 +0000 2019,"San Francisco, CA"
Got on BART and Impatient by Jeremih came on my Spotify. I'm hommmmmmmeeeeeeee https://t.co/2yyMlCGEW9,Thu Jan 03 23:30:36 +0000 2019,"San Francisco, CA"
@BCBrownell Is this a burn or a compliment,Thu Jan 03 23:30:12 +0000 2019,"San Francisco, CA"
@JTTheBrick @ProFootballHOF Hopefully this might open the door for @JimPlunkett16,Thu Jan 03 23:29:51 +0000 2019,"San Francisco, CA"
Insomniacks! Insomniacks! https://t.co/BR7Z4Ia08G,Thu Jan 03 23:29:45 +0000 2019,"San Francisco, CA"
Insomniacks! Insomniacks! https://t.co/rwPMR0t5rH,Thu Jan 03 23:29:43 +0000 2019,"San Francisco, CA"
@JuddLegum Thank you. @SRuhle,Thu Jan 03 23:29:35 +0000 2019,"San Francisco, CA"
Click the link: https://t.co/zN3XxxaMIU https://t.co/CySFe3ioa4,Thu Jan 03 23:29:34 +0000 2019,"San Francisco, CA"
https://t.co/RLrsI9Xji1,Thu Jan 03 23:29:33 +0000 2019,"San Francisco, CA"
"@elonmusk @Forbes Right-ON Elon... you doing a great job, even if imperfect at rare times. Just keep flowing, mind… https://t.co/mQMfoOmaQw",Thu Jan 03 23:29:30 +0000 2019,"San Francisco, CA"
@finebaum send over your flight info and I’d be glad to grab you from SFO and take you to your hotel,Thu Jan 03 23:29:23 +0000 2019,"San Francisco, CA"
you can be so technical with your music theory that sometimes there’s no mood,Thu Jan 03 23:29:15 +0000 2019,"San Francisco, CA"
@losknows it would be embarrassing lol,Thu Jan 03 23:29:13 +0000 2019,"San Francisco, CA"
@JoMoreland760 Wow wtf.,Thu Jan 03 23:29:09 +0000 2019,"San Francisco, CA"
@altNOAA @NASA @NASANewHorizons This is utterly unfair to asteroids. Better to compare trump to a hemorrhoid if you… https://t.co/uErQgrdcPK,Thu Jan 03 23:28:59 +0000 2019,"San Francisco, CA"
@jdhmco Lol I thought u needed some lol,Thu Jan 03 23:28:54 +0000 2019,"San Francisco, CA"
me and the ladies @ Painted ladies https://t.co/3Q2pUEL44I,Thu Jan 03 23:28:51 +0000 2019,"San Francisco, CA"
@geezy415 Who’s B2K?! https://t.co/LCpsoGakgv,Thu Jan 03 23:28:31 +0000 2019,"San Francisco, CA"
I need a nap!,Thu Jan 03 23:28:30 +0000 2019,"San Francisco, CA"
@EbranMaxime Bah bravo max ☹️,Thu Jan 03 23:28:21 +0000 2019,"San Francisco, CA"
@RoKnows yeah,Thu Jan 03 23:28:21 +0000 2019,"San Francisco, CA"
"@thekendallbaker Great work, KB!",Thu Jan 03 23:27:59 +0000 2019,"San Francisco, CA"
I’d like to report a fashion felony. https://t.co/DC7Y9AR1sd,Thu Jan 03 23:27:30 +0000 2019,"San Francisco, CA"
@jdhmco @DistroKid Lets go yeee,Thu Jan 03 23:27:30 +0000 2019,"San Francisco, CA"
@jerrywest96 yoooo fr,Thu Jan 03 23:27:27 +0000 2019,"San Francisco, CA"
@maxkellerman Bet! How much you got Max?,Thu Jan 03 23:27:08 +0000 2019,"San Francisco, CA"
@crappyoats @Tankie_Viciedo From my cold dead hands,Thu Jan 03 23:26:58 +0000 2019,"San Francisco, CA"
